ID,Author,average_rate,first_genre
12326,Andrew Smith,,
12327,Paul    Clayton,,
12328,James Jones,,
12329,J.M. Winchester,,
12330,Ryan Ringbloom,,
12331,Elyse Draper,,
12332,Mary Kingsley,,
12333,National Museum Of American History,,
12334,A.E. Marling,,
12335,Richard E.D. Jones,,
12336,Dane Bagley,,
12337,Jonathan Kieran,,
12338,Mallory Kellogg,,
12339,Tania del Rio,,
12340,Dee Davis,,
12341,Nadine Rose Larter,,
12342,Claude Simon,,
12343,Robert Sells,,
12344,Emma Hemmingway,,
12345,Martin Lake,,
12346,Henry Treece,,
12347,Eva García Sáenz,,
12348,Ally Condie,,
12349,Gerri Russell,,
12350,A. R. Kahler,,
12351,Bella Forest,,
12352,J. D. Horn,,
12353,Mima,,
12354,Runes,,
12355,Paul V. Vitagliano,,
12356,Harvey Milk,3.57,fiction
12357,Bob Mackie,,
12358,Kiss,,
12359,Karen Bao,,
12360,Friedemann Schulz von Thun,,
12361,Reinhard Tausch,,
12362,Eliza Wass,,
12364,Richard  Beck,,
12365,Walter Wink,,
12366,William Stringfellow,,
12367,Arthur C. McGill,,
12368,Jason Sizemore,,
12369,Maurice Broaddus,,
12370,Vanna Smythe,,
12371,Edward Marshall,,
12372,Kaya Oakes,,
12373,Dorothy Day,,
12374,Ta-Nahesi Coates,,
12375,Richard Rodriguez,,
12376,Jodi Gallegos,,
12377,Callie Newman,,
12378,Jesse Andrews,,
12379,Mary Wehr,,
12381,Nicole Maggi,,
12382,J.C.  Martin,,
12383,Richard Montanari,,
12384,Boris Starling,,
12385,C. Dennis Moore,,
12386,Nicole Quigley,,
12387,Devin O'Branagan,,
12388,Melissa  Kean,,
12389,Cesca Major,,
12390,Katherine Webb,,
12391,Natasha Solomons,,
12392,Chris Donald,,
12393,Python Monty,,
12394,Jay Antani,,
12395,Alan Killip,,
12396,Robert M. Pirsig,,
12397,Iain_Banks,,
12398,Laerte,,
12399,Quino,,
12400,Brian Charlesworth,,
12401,Hans Küng,,
12402,Adam Hargreaves,,
12403,Roger Hargreaves,,
12404,Heather Fleener,,
12405,Karen L. Abrahamson,,
12406,Isabelle Dufresne,,
12407,Cameron Chapman,,
12408,Noah Murphy,,
12409,Eva Everything,,
12410,Desni Dantone,,
12411,Cynthia Hand,,
12412,Douglas Watkinson,,
12413,Simon Brett,,
12414,Reginald Hill,,
12415,Michael Dibdin,,
12416,Adriaan Brae,,
12417,Heinlein,,
12418,Eddings,,
12419,Sarah Zettel110249,,
12420,Eric Flint,,
12421,Lois Bujold,,
12422,Kris Jackson,,
12423,Marina Picasso,,
12424,Antonio Di Benedetto,,
12425,"Franco ""Bifo"" Berardi",,
12426,Paolo Virno,,
12427,Ken Rossignol,,
12428,Our Founding Fathers,3.44,contemporary
12429,Vitomil Zupan,,
12430,Lojze Kovačič,,
12431,Jean C. Joachim,,
12432,Tom  Harvey,,
12433,Pop Culture,,
12434,Elvis Presley,,
12435,Tony Marturano,,
12436,Gangaji,,
12437,H.W.L. Poonja,,
12438,John Van Stry,,
12439,Michael C. Bailey,,
12440,Geoff Johns,,
12441,Kristi Charish,,
12442,Diana Rowland,,
12443,Celine Kiernan,,
12444,Sebastian_Barry,,
12445,Hilary_Mantel,,
12446,Shirley_Jackson,,
12447,Jack L. Pyke,,
12448,Alexander Berkman,,
12449,Emma Goldman,,
12450,Dayne Edmondson,,
12451,Marie Darrieussecq,,
12452,Perec,,
12453,Hubert Aquin,,
12454,Barbara Lohr,,
12455,Piper Trace,,
12456,Cosmopolitan,,
12457,Leif Østli,,
12458,Levi Henriksen,,
12459,Lars Iyer,,
12460,Luke Delaney,,
12461,Edogawa Rampo,,
12462,Ruikō Kuroiwa,,
12463,Matthew Kinney,,
12464,Ian  Thornton,,
12465,Aaron Peckham,,
12467,Charley Ferrer,,
12468,Joey W. Hill,,
12469,FREDERICO NIETZCHE,,
12470,Nanci Williams,,
12471,David Couldrey,,
12472,Stephan J. Myers,,
12473,Curtis Moser,,
12474,Theresa Sneed,,
12476,Tiffany Ashley,,
12477,Karina Bliss,,
12478,David H. Hendrickson,,
12479,George A. Walker,,
12480,Laurence Hyde,,
12481,Lynd Ward,,
12482,Frans Masereel,,
12483,Melodie Ramone,,
12484,MaryLynn Bast,,
12485,Dave  Patten,,
12486,Alessandro Ferrando,,
12487,Shannon  Young,,
12488,Susan Jane Gilman,,
12489,Torre DeRoche,,
12490,Mike Delwiche,,
12491,William Sutcliffe,,
12492,Brandon Varnell,,
12493,Hasekura Isuna,,
12494,Kazuma Komachi,,
12495,Morley Callaghan,,
12496,Vincent Ray,,
12497,Darryl Shelly,,
12498,Eugene O'Neill,,
12499,Ali Cross,,
12500,Devon Monk,,
12501,Brenna Lyons,,
12502,John Varley,,
12503,Noura Noman,,
12504,Sparkle Abbey,,
12505,Laura Levine,,
12506,Helen Lundström Erwin,,
12507,William Curtis,,
12508,Josiah Wedgwood,,
12509,You Higuri,,
12510,Giacomo Giammatteo,,
12511,Simone Beaudelaire,,
12512,Six to Start,,
12513,Jade Alyse,,
12514,Roberto De Mattei,,
12515,Armando Saitta,,
12516,Augusto Del Noce,,
12517,Debbi Mack,,
12518,Judith Van Giesen,,
12519,Mercedes Lambert,,
12520,J.C. Gatlin,,
12521,Elizabeth Sims,,
12522,Andrew Gross,,
12523,Vít Slíva,,
12524,František Halas,,
12525,Vladimír Holan,,
12526,Lea Nolan,,
12527,Stormy Smith,,
12528,Tracey Garvis Graves,,
12529,Jessica Sorenson,,
12530,Rachel Higginson,,
12531,Mike Attebery,,
12532,P.F. Ford,,
12533,Stuart_MacBride,,
12534,Leslie_Thomas,,
12535,L.H. Thomson,,
12536,Mike Faricy,,
12537,Laurie Stevens,,
12538,Tor Ulven,,
12539,Horacio Castellanos Moya,,
12540,Quevedo,,
12541,Sentimental Education,,
12542,إيمان الحبيشي,,
12543,Amy Leigh Strickland,,
12544,Ilya Ilyich Metchnikoff,,
12545,Victoria Coren,,
12546,A. Alvarez,,
12547,Phil    Williams,,
12548,Sonny Liew,,
12549,Kiyohiko Azuma,,
12550,Chris Ware,,
12551,Chester Brown,,
12552,Santonu Kumar Dhar,,
12553,Ravindranath Tagore,,
12554,Jeff W. Horton,,
12555,Great Lakes Association of Horror Writers,,
12556,Founding Fathers,,
12557,Trudy Brasure,,
12558,Jamieson Webster,,
12559,Nelou Keramati,,
12560,André Aciman,,
12561,Amber Shanel,,
12562,Giorgi Kekelidze,,
12563,Galaktion Tabidze,,
12564,Hāfez,,
12565,Lou Anders,,
12566,James Enge,,
12567,Alison Stewart,,
12568,Gillian Mears,,
12569,Helen Garner,,
12570,Shirley Hazzard,,
12571,Esmeralda Greene,,
12572,Diana J. Oaks,,
12573,Stephanie Foxe,,
12574,Taylor Lavati,,
12575,Daniel P. Horan,,
12576,Colin Greenland,,
12577,M. John Harrison,,
12578,Rupert Thomson,,
12579,Karl Jaspers,,
12580,Vladimir Soloviev,,
12581,Geoffrey  Wood,,
12582,Drew Berquist,,
12583,Sheila Webster Boneham,,
12584,Laurien Berenson,,
12585,Susan Conant,,
12586,P.J. Dominicis,,
12587,Augusta Li,,
12588,ANIME,,
12589,Manga,,
12590,S.A. Garcia,,
12591,Various Horror,,
12592,Joseph McElroy,,
12593,Rudolf Rocker,,
12594,Albert Meltzer,,
12595,John Tyndall,,
12596,John Dalton,,
12597,Erik Henry Vick,,
12598,Wendy McElroy,,
12599,Natalie Serber,,
12600,Nancy Madore,,
12601,National Mythology,,
12602,Ministry Theology,,
12603,Paul  Dale,,
12604,John Lloyd,,
12605,Andrew Marshall,,
12606,Kerry Lynne,,
12608,LouAnne Johnson,,
12609,Eric Jensen,,
12610,E.B. Brown,,
12612,Делиян Маринов,,
12613,James Barclay,,
12614,Stan Nicholls,,
12615,J. Leigh Bralick,,
12616,Alejandro Vilches A.,,
12617,Cassie Stocks,,
12618,Dinah Williams,,
12619,Troy Taylor,,
12620,Lauren Tarshis,,
12621,Rusty McClure,,
12622,David H. Stern,,
12623,Vishnu Prabhakar,,
12624,Munshi Premchand,,
12625,Sharat Chandra Chattopadhyay,,
12626,James Warwood,,
12627,David Walliams,,
12628,Carolyn J. Rose,,
12629,Rhiannon Hart,,
12630,Annette Curtis Klause,,
12631,Mardi Ballou,,
12632,Cricket Starr,,
12633,Lynn LaFleur,,
12634,Thomas  Sheridan,,
12635,Robert D. Hare,,
12636,Martha Stout,,
12637,Cam Cassidy,4.08,chick lit
12639,Danielle Lori,,
12640,T.R. Cupak,,
12641,Roxanne Bland,,
12642,Tyler Jolley,,
12643,Natasha House,3.79,fiction
12644,Evelyn Rogers,,
12645,Golden Books,,
12646,Jessie Watson,,
12647,Jennifer Malin,,
12648,Joan Smith,,
12649,Lily Sorren,,
12650,Tracy Fobes,,
12651,Colleen Shannon,,
12653,Thomas Scopel,,
12654,Carol Serling,,
12655,Sally Jo Pitts,,
12657,Kathie Giorgio,,
12658,Ellen Gilchrist,,
12659,Napoléon Bonaparte,,
12660,Julius Caesar,,
12661,Alexander the Great,,
12662,Jean Baptiste Joseph Delambre,,
12663,Pierre-Simom Laplace,,
12664,Charles Guiteau,,
12665,John Humphrey Noyes,,
12666,Mário-Henrique Leiria,,
12667,Belle Blackburn,,
12668,David Holley,,
12669,Ryanne Anthony,,
12670,Teresa Trent,,
12671,Robert Chazz Chute,,
12672,Noelle Marchand,,
12673,Lori Copeland,,
12674,Catherine Palmer,,
12675,Denise Hunter,,
12676,Kathleen Y'Barbo,,
12677,Sophie Germain,,
12678,Henri de Saint-Simon,,
12679,Frederick C. Beiser,,
12680,Paul Guyer,,
12681,Nicholas V. Riasanovsky,,
12682,B.H. Sumner,,
12683,عبدالرحمن محمد الابراهيم,,
12685,Peggy Lampman,,
12687,Linda Porter,,
12688,Leanda de Lisle,,
12689,Haley Hill,,
12690,Lauren Linwood,,
12691,Bryce Zabel,,
12692,Peter Telep,,
12693,Stephen E. Ambrose,,
12694,April Michelle Bratten,,
12695,Marcia  Mickelson,,
12696,Jennie L. Hansen,,
12697,Vanessa De Sade,,
12698,Nancy Friday,,
12699,Baye McNeil,,
12700,Jackie Bolen,,
12702,Jeffrey Rasley,,
12703,Fyodor Mihayloviç Dostoyevski,,
12704,Michael J. Vaughn,,
12705,Michelle Dwyer,,
12706,Cassie J. Sneider,,
12707,Diablo Cody,,
12708,Jason Born,,
12709,Eoin C. Macken,,
12711,Ghyna Amanda Putri,,
12712,CLAMP,,
12713,Larry  Crane,,
12714,John Braine,,
12715,Brian Swimme,,
12716,Thomas Berry,,
12717,David Marquand,,
12718,Roy Jenkins,,
12719,Emmanuel Le Roy Ladurie,,
12720,Rea Nolan Martin,,
12722,Chloe Behrens,,
12723,Giacomo Puccini,,
12724,Giuseppe Verdi,,
12725,Richard Pini,,
12726,Harriet Adams,,
12727,Carys  Jones,,
12728,Ashley Barron,,
12729,Michelle   Barker,,
12730,Marc   Johnson,3.91,mystery
12731,Shirley Hershey Showalter,,
12732,Gary  Corbin,,
12733,Robert Dugoni,,
12734,Philip Margolin,,
12735,Joseph Finley,,
12736,Jayne Castel,,
12737,Racheal Lachman,,
12739,Shrruti Patole Clarence,,
12741,Autumn Winchester,,
12743,Eric Kent Edstrom,,
12744,Richard   Stephens,,
12745,Sarah Bamford Seidelmann,,
12747,Katie Neipris,,
12748,William Schnoebelen,,
12749,Witchcraft,,
12750,Illuminati,,
12751,Lu,,
12752,Nguyễn Thế Hoàng Linh,,
12753,Trần Dần,,
12754,Colin Butcher,,
12757,Emma Haughton,,
12758,Too many to mention,,
12759,Melanie Tushmore,,
12760,Mark Manning,,
12761,Alan  Petersen,,
12762,Randall Reneau,,
12763,Randy Wayne White,,
12764,Tom Calen,,
12765,Eric A. Shelman,,
12766,Michael Andreasen,,
12767,Helen Oyeyemi,,
12768,Frank   Ryan,,
12769,Horace Freeland Judson,,
12770,Jacob Bronowski,,
12771,J.P. Grider,,
12772,Miles McPherson,,
12773,C.E. Medford,,
12774,Louise Mullins,,
12776,Angela Dolbear,,
12777,Sarah McLachlan,,
12778,Weiqi Wang,,
12780,Mars Dorian,,
12781,Justin R. Macumber,,
12782,Toby Tate,,
12783,Kelly Cain,,
12784,J.A. Redmerski,,
12785,Sam Young,,
12786,Joseph Chilton Pearce,,
12787,Terri Whitmire,,
12789,Polly Whittaker,,
12790,Amanda Palmer,,
12791,Lidia Yuknavitch,,
12792,Annie Sprinkle,,
12793,Robert Vera,,
12794,Alan L. Lee,,
12795,J.F. Perkins,,
12796,Robert Burton Robinson,,
12797,Tiya Miles,,
12799,K.S. Villoso,,
12800,Fanny Bancroft,,
12801,Madeline Brock,,
12802,Jason Matthews,,
12803,Ram Dass,,
12804,Casey Calouette,,
12805,Bernard Moitessier,,
12806,John Finnis,,
12807,Alasdair Macintyre,,
12808,David L. Bradley,,
12809,Stephen A. McNallen,,
12810,Snorri Sturluson,,
12811,Mara Oliver,,
12812,Anne-Marie Kinney,,
12813,Arthur Bradford,,
12814,Yannick Murphy,,
12815,Jessica Haight,,
12816,A.N. Kolmogorov,,
12817,Edmund Landau,,
12818,Richard Courant,,
12819,Pavel Alexandrov,,
12820,Scott J. Kramer,,
12821,Steve Alten,,
12822,Ridley Pearson,4.03,fiction
12823,Patricia Burroughs,,
12824,Sarah J Maas,,
12825,Marston Bates,,
12826,David Fairchild,,
12827,John Vamvas,,
12828,Marlon Brando,,
12829,William Mastrosimone,,
12830,Emily Diamand,,
12831,Karl Rahner,,
12832,Karl Adam,,
12833,Kathryn Fogleman,,
12834,Bryan Davis,,
12835,Kimberly  Bell,,
12836,Michelle West,,
12837,Ann B. Harrison,,
12838,Cheryl Zelenka,,
12840,Tom Trumble,,
12841,Alexandre Jollien,,
12842,Gareth  Stokes,,
12843,Julien Ayotte,,
12844,Menachem Begin,,
12845,Ze'ev Jabotinsky,,
12846,Jacqueline Lichtenberg,,
12848,Daniel Swensen,,
12849,Cypher Lx,,
12850,David A. Lottes,,
12851,James Alexander Thom,,
12852,Allan W. Eckert,,
12853,Slash Coleman,,
12854,Jonathan Ames,,
12855,Baz Luhrmann,,
12856,Norman Maclean,,
12857,Tom Baker,,
12858,douglas adams,,
12859,Paisley Smith,,
12860,June Stevens Westerfield,,
12861,Jayne Castle,,
12862,Kali White VanBaale,,
12863,Jane Hamilton,,
12864,Adam Hamdy,,
12865,John E. Stith,,
12866,Sharon Hannaford,,
12867,Linda Armstrong Kelly,,
12868,Bill Schweigart,,
12869,Brian Michael Bendis,,
12870,Mark Onspaugh,,
12871,Belinda Missen,,
12872,Edward St Aubyn,,
12873,Darren Pillsbury,,
12874,Michelle  Pace,3.39,history
12875,Carla Spradbery,,
12876,Christopher Fry,,
12877,Henry Vaughan,,
12878,Peter James Cottrell,,
12880,Alfred Duggan,,
12881,Andrew  Butcher,,
12882,Ed Morawski,,
12883,Peter F Hamilton,,
12884,Rod Pennington,,
12885,Ben J. West,,
12886,Cash Peters,,
12887,Robert Steven Goldstein,,
12888,Jerzy Kosiński,,
12889,M.H. Boroson,,
12890,Iris Chang,,
12891,Pu Songling,,
12892,Hildred Billings,,
12893,William McKeen,,
12894,Greg Kuhn,,
12895,Doreen Banaszak,,
12896,Clifford M. Kuhn,,
12897,Khelsey Jackson,,
12898,Granger E. Westberg,,
12899,Richard Clarke Cabot,,
12900,Adrienne Thompson,,
12901,Nikolái Chernyshevsky,,
12902,Vissarion Grigoryevich Belinsky,,
12903,Aeschylus,,
12904,Góngora,,
12905,León Felipe,,
12906,R.K. Jackson,,
12907,Tennesee Williams,,
12908,Noël Cades,,
12909,Elizabeth Rolls,,
12910,Vanessa Marie,,
12912,Marc Fitten,,
12913,Gaabriel Garcia Marquez,,
12914,Jessie Janowitz,,
12915,Penny Brandon,,
12916,Sloan Parker,,
12917,Kate Steele,,
12918,Lynn Lorenz,,
12919,Ramsey Beyer,,
12920,Liz Prince,,
12921,Jeffrey Brown,,
12922,Nicole Georges,,
12923,Kirsty Dallas,,
12924,Teresa Mummert,,
12925,David Russell,,
12926,Kristin Zhivago,,
12927,Eric Ries,,
12928,Guy Kawasaki,,
12929,Chris Brogan,,
12930,Brian Solis,,
12931,Jim Sterne,,
12932,Justin D. Hill,,
12933,Peter Gizzi,3.87,fantasy
12934,John Ashbery,,
12935,Danielle Boonstra,,
12936,Gary Sizer,,
12937,Tim Cahill,,
12938,Cameron Roubique,,
12939,Gary Kemble,,
12940,Mardi Maxwell,,
12943,Anton Tjekhov,,
12944,Douglas Hurd,,
12945,Robert Hurd,,
12946,Tee A. Corinne,,
12947,Honey Lee Cottrell,,
12948,Gustav Jorgenson,,
12949,Ali Clark,,
12950,anias nin,,
12951,Kim Iverson Headlee,,
12952,John  Kenyon,,
12953,Ashleigh Bello,,
12954,Joanne Jaytanie,,
12955,Christene Houston,,
12956,Hattie Mae,,
12957,Carla Olson Gade,,
12958,Susan Page Davis,,
12959,Ruth Axtell Morren,,
12960,Christ Lewis,,
12961,Savannah Morgan,,
12962,Maya Banks,,
12963,Kenyon44304430,,
12964,Brandy Jellum,,
12965,Linda  Stewart,,
12966,แดนอรัญ แสงทอง,,
12967,Verena Kast,,
12968,R.W.W. Greene,,
12969,Sherrie Dillard,,
12970,Maya Kaathryn Bohnhoff,,
12971,W.P. Kinsella,,
12972,Procopius,,
12973,Lucy Edge,,
12974,Mick Brown,,
12975,Andy Wightman,,
12976,Robin Fraser Callander,,
12977,Ian R. Carter,,
12978,James Hunter,,
12979,John McEwen,,
12980,Thomas Johnston,,
12981,Claudia Cardozo,,
12982,Ian  Ayris,,
12983,Paul Grzegorzek,,
12984,Matt Hilton,,
12985,Peter James,,
12986,Jeff  Ross,,
12987,Joanne Dannon,,
12988,Jennifer Probst,,
12989,Jill Shavis,,
12990,Carrie Butler,,
12991,J. Nichole,,
12992,Alexandria House,,
12993,Ernessa T. Carter,,
12994,Issa Rae,,
12995,Christina C. Jones,,
12996,Melissa Lemon,,
12997,George McDonald,,
12998,Dorian Gray,,
12999,Ivan Franko,,
13000,Mykhailo Drahomanov,,
13001,Savyon Liebrecht,,
13003,Christine E. Schulze,,
13004,Lloyd G. Francis,,
13005,Vincent Vinas,,
13006,Leah St. James,,
13007,Leona DeRosa Bodie,,
13008,P.J. Parrish,,
13009,S.J. Sindu,,
13010,Gloria Anzaldua,,
13011,Abelardo Castillo,,
13012,Michael J.  Martinez,,
13013,Clark Hays,4.21,contemporary novels
13014,Kathleen McFall,,
13015,Barbara Strachey,,
13016,Kayla Fioravanti,,
13017,Steve Bareham,,
13018,Fredrick Forsythe,,
13019,Annellen Simpkins,,
13020,Jerome D. Frank,,
13021,Janell Rhiannon,,
13022,R.R. Martin/346732,,
13023,Margaret  Porter,,
13024,Judith Ivory,,
13025,PG Wodehouse,,
13026,Karri Thompson,,
13027,Kevin Frane,3.99,biographies
13028,Natsume Soseki,,
13029,Tim Susman,,
13030,J.F.R. Coates,,
13031,R.N. Skye,,
13032,C.D. Coffelt,,
13033,Rick  Field,,
13034,Kylie Chan,,
13035,E.J. Frost,,
13036,Nancy Collins,,
13037,Jo Clayton,,
13038,G.L. Breedon,,
13039,E. Nathan Sisk,,
13040,Douglas R. Casey,,
13041,Manda Collins,,
13042,Saadi Youssef,,
13043,Matt Serafini,,
13044,A.P. Jensen,,
13045,Kristen Ashely,,
13046,Peter J. Daniels,,
13047,Sir Winston Churchill,,
13048,Robert Schuller,,
13049,Makenzie Smith,,
13050,Hisham Sharabi,,
13051,نمر مرقس,,
13052,Anita Leslie,,
13053,Shane Leslie,,
13054,Anton Pannekoek,,
13055,Joseph Dietzgen,,
13056,Becky Lower,,
13057,Daphne du Bois,,
13058,Vanessa Riley,,
13059,House Regency,,
13060,Evangeline Holland,,
13061,Peter W. Dawes,,
13062,Janalyn Voigt,,
13063,Robert Spearman,,
13064,Clancy Nacht,,
13065,Christopher Rice,,
13066,Veronica Sloane,,
13067,Ellen DeGeneres,,
13068,P.A. Brown,,
13069,A.B. Keuser,4.24,comedy
13070,Sarah Creasy,,
13071,Christopher Dunn,,
13072,William Petrie,,
13073,Peter Tompkins,,
13074,Nâzım Hikmet,,
13075,Filippo Marinetti,,
13076,Ibn Rushd,,
13077,William Harvey,,
13078,Fabricius,3.81,contemporary
13079,Andreas Vesalius,,
13080,Andrea Cesalpino,,
13081,Renaldus Columbus,,
13082,Michael Servetus,,
13083,Galen,,
13084,Diogenes of Sinope,,
13085,Kristin R. Campbell,,
13086,Charlotte and Emily Bronte,,
13087,Ahmet Hâşim,3.9,fiction
13088,Henri de Régnier,,
13089,J.A. Medders,,
13090,John Owen,,
13091,Vivian Lux,,
13092,Jo Raven,,
13093,Roxie Noir,,
13094,Lori Lesko,,
13095,Kimberly McCreight,,
13096,Rosamund Lupton,,
13097,Gilly Macmillan,,
13098,Mark A. Latham,,
13099,Evans Light,,
13100,إياد قنيبي,,
13102,Jude Hassan,,
13103,Sara (Barnard) Harris,,
13104,Lucia St. Clair Robson,,
13105,Nicole Winters,,
13106,César Pérez Gellida,,
13107,Carlos Ruiz Zafón,3.9,history
13108,Sarah   Parr,,
13109,Megan J. Parker,,
13110,Nathan Squiers,,
13111,Caryn Mirriam-Goldberg,,
13112,Stephanie Kallos,,
13113,Adrienne Rich,,
13114,Andrew   Peters,,
13115,J.L. Hickey,,
13116,Michelle Kee,,
13118,Sarah Ann Walker,,
13120,Caroline Clemmons,,
13121,Richardson Susairaj,3.58,comedy
13122,Dan C. Thompson,,
13123,Marcus Sedgwick,,
13124,Ptolemy,,
13125,Marcus Alexander Hart,,
13126,Robert Brockway,,
13127,Tony James Slater,,
13128,Julia Huni,,
13129,Jim C. Hines,,
13130,Barry J. Hutchinson,,
13131,Nicole Dweck,,
13132,Ian  Cook,,
13133,Nigel Kneale,,
13134,Jeralyn Lash-Sands,,
13136,Stephen D. Krashen,,
13137,Tony  Schwartz,,
13138,Edmund Carpenter,,
13139,J.M. Cartwright,,
13140,Grace Elliot,,
13141,Jane Routley,,
13142,Tim Parise,3.8,fantasy
13143,Hugh Lofting,,
13144,George Griffith,,
13145,Rebecca  Reilly,,
13146,Jane Goodwin Austin,,
13147,Ariel Pytrell,,
13152,Alberto Laiseca,,
13153,Gustav Meyrink,,
13154,Danielle Lee Zwissler,,
13155,Isaac Bashevis Singer,,
13156,Larry Jeram-Croft,,
13157,C. S. Forester,,
13158,John Winton,,
13159,Dionysios Solomos,,
13160,G.T. Almasi,,
13161,B.C. Deeks,,
13162,Linda Wisdom,,
13163,Annette Blair,,
13164,Madelyn Alt,,
13165,Juliet Blackwell,,
13166,Jayne A. Hitchcock,,
13167,Katharine Hepburn,,
13168,Vaughn R. Demont,,
13169,Lenny Bruce,,
13170,Nathan Robinson,,
13171,Guy N. Smith,,
13172,Heidi Ruby Miller,,
13173,Arthur C. Clark,,
13174,Rockne S. O'Bannon,,
13175,Stephanie Keyes,,
13176,O.R. Melling,,
13177,Brock E. Deskins,,
13178,Jonathan Hickman,,
13179,Brian L. Weiss,,
13180,Thea Nishimori,,
13181,Dave Bara,,
13182,Gordon Dickson,,
13183,Stephen Douglass,,
13185,John Raptor,,
13186,Catherine Milos,,
13187,BeccaAndre,,
13188,Majorie Liu,,
13189,A.D. Koboah,,
13190,Matthew Olshan,,
13191,Kim  Boykin,,
13192,Wendy Wax,,
13193,Jane Porter},,
13194,[author:Robert O. Butler,,
13195,Kaneisha Grayson,,
13196,Marie Forleo,,
13197,Derek Barton,,
13198,Odd Hassel,,
13199,Robert Burns Woodward,,
13200,Adrianne Brennan,,
13201,Charlie  White,,
13202,Sebastian Barry,,
13203,Jennifer Eagan,,
13204,John  Adams,,
13205,Charles François Dupuis,,
13206,Constantin-François Chassebœuf,,
13207,Bel Rodrigues,,
13208,Phil Torcivia,,
13209,Adam Carolla,,
13210,Leeland Artra,,
13211,Bryan Gibson,3.77,fiction
13212,Joseph Dalton Hooker,,
13213,H.J. Blackham,,
13214,Andrew Huxley,,
13215,J. Hutton Hynd,,
13216,Jaap van Praag,,
13217,Jim Herrick,,
13218,Felix Adler,,
13219,Stanton Coit,,
13220,Kevan Dinn,,
13221,Gabi Martínez,,
13222,Sara Durham,,
13223,Isobel Carr,,
13224,Pam Rosenthal,,
13225,Julia Ross,,
13226,Tricia Schneider,,
13227,Skyler White,,
13228,Rammstein,,
13229,R.S. Guthrie,,
13230,Ophelia Sikes,,
13231,Glynnis Campbell,,
13232,Eve Carter,,
13233,Emily Jane Trent,,
13234,Marci Nault,,
13235,Lynn Voedisch,3.92,children
13236,ناصر السعيد,,
13237,جمال عبد الناصر,,
13238,J.J. Toner,,
13239,Kendra Spencer,,
13240,Crystal Veeyant,,
13241,Carol Queen,,
13242,Garon Whited,,
13246,Chris Hollaway,,
13247,Chris  Russell,,
13248,Jennifer       Smith,,
13249,Lisa Jacobson,,
13250,Brandi Ratliff,,
13251,Rebecca Ratliff,,
13252,Jerry Meek,,
13253,Brian Houston,,
13254,Darren Hardy,,
13255,Mark Batterson,,
13256,Chris Hodges,,
13257,Jentezen Franklin,3.63,mystery
13258,Kristy  Evans,,
13259,Onofre M. Poonin,,
13261,David Burner,,
13262,Richard Hofstadter,,
13263,C. John Collins,,
13264,Philipp Melanchthon,,
13265,Perry Covington,,
13266,John Flannagan,,
13267,Cathy Ace,,
13268,Stefan Bourque,,
13269,Jennifer E. Beall,,
13270,Claudia Black,,
13271,Karyl McBride,,
13272,John Bradshaw,,
13273,Melody Beattie,,
13275,Ken Consaul,,
13276,Javier Calvo,,
13277,Junot Díaz,,
13278,M.E. Tudor,,
13279,Julia Watts,,
13280,Nicole Conn,,
13281,Gerri Hill,,
13282,Shelby Bach,,
13283,Melody J. Bremen,,
13284,Lisa Graff,,
13285,Jason Werbeloff,,
13286,Kate   Stewart,,
13287,Louise S. Robbins,,
13288,Gerda Lerner,,
13289,Karissa Haugeberg,,
13290,Leslie Schwalm,,
13291,Linda Kerber,,
13292,Anders Rydell,,
13293,Danielle McGuire,,
13294,J.L. Doty,,
13295,Julie E. Czerneda,,
13296,Christopher Meeks,,
13297,Natalie Slater,,
13298,Julie Hasson,3.72,fantasy
13299,Rowdy Roddy Piper,,
13300,Isa Chandra Moskowitz,,
13301,Inca Garcilaso de la Vega,,
13302,Judah Leon Abravanel,,
13303,Lacresha Hayes,,
13304,Paula White,,
13305,Juanita Bynum,,
13306,Berit Ellingsen,,
13307,Ann H. Barlow,,
13308,Rafael Llano Cifuentes,,
13309,Josemaría Escrivá,,
13310,Brian A. Klems,,
13311,Rob Neyer,,
13312,W. Bruce Cameron,,
13313,Leopoldo María Panero,,
13314,Pessoa,,
13315,Hölderlin,,
13316,Russell Phillips,,
13317,Steve Anderson,,
13318,Antony Beevor,3.8,children
13319,Steven J. Zaloga,,
13320,Chad Mercree,,
13321,Charles Godfrey Leland,,
13322,Amy Leigh Mercree,,
13323,Vicky Loebel,,
13324,David Byrne,,
13325,Dan Hassler-Forest,,
13326,Jodi Dean,,
13327,Nicole Aschoff,,
13328,Carl Freedman,,
13329,Jeremy Gilbert,,
13330,Steven Shaviro,,
13331,Mark Fisher,,
13332,L.A. Tehpeacemaker,,
13333,Cora Reilly,4.01,classics
13334,L.J. shen,,
13335,Cathy Cassani Adams,,
13336,Émile Armand,,
13337,Charles Fourier,,
13338,Stephen Pearl Andrews,,
13339,Patrick  Anderson,,
13340,Janis Ian,,
13341,Terry Bisson,,
13342,Aurora Levins Morales,,
13343,Mario Benedetti,,
13344,Eduardo Hughes Galeano,,
13345,R. Ann Humphries,,
13346,Katherine Applegate,,
13347,محمد الطاهر بن عاشور,,
13348,William Empson,,
13349,Billy O'Callaghan,,
13350,Alistair MacLeod,4.17,mystery
13351,Jennifer Lesher,,
13352,alan bradley,,
13353,martin amis,,
13354,Nagapriya,,
13355,Sangharakshita,,
